IP	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Bias_conversion_slope	Bias_conversion_intercept	Vbd(V)	Vbd_error(V)
10.73.137.111	3	0	0	0	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03929	0.33345	27.3676	0.0582
10.73.137.111	3	0	1	1	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03922	0.37400	27.4986	0.1161
10.73.137.111	3	0	2	2	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03931	0.32009	27.4494	0.0667
10.73.137.111	3	0	3	3	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03927	0.34818	27.4962	0.0874
10.73.137.111	3	0	4	4	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03928	0.33945	27.5938	0.1325
10.73.137.111	3	0	5	5	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03927	0.34436	27.4736	0.0502
10.73.137.111	3	0	6	6	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03928	0.33809	27.5268	0.1275
10.73.137.111	3	0	7	7	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03928	0.33973	27.4546	0.0700
10.73.137.111	3	1	8	10	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03896	0.43755	27.3133	0.1329
10.73.137.111	3	1	9	11	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03898	0.42864	27.4348	0.1065
10.73.137.111	3	1	10	12	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03899	0.42336	27.4055	0.0900
10.73.137.111	3	1	11	13	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03898	0.42827	27.5791	0.0767
10.73.137.111	3	1	12	14	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03896	0.44300	27.4440	0.0780
10.73.137.111	3	1	13	15	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03895	0.44436	27.3600	0.0881
10.73.137.111	3	1	14	16	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03900	0.41791	27.5590	0.0958
10.73.137.111	3	1	15	17	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03900	0.41827	27.2754	0.0734
10.73.137.111	3	2	16	20	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03932	0.79500	27.3018	0.0650
10.73.137.111	3	2	17	21	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03933	0.79009	27.2910	0.0617
10.73.137.111	3	2	18	22	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03929	0.81091	27.3325	0.1263
10.73.137.111	3	2	19	23	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03931	0.80073	27.6025	0.0881
10.73.137.111	3	2	20	24	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03933	0.79000	27.6012	0.0464
10.73.137.111	3	2	21	25	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03929	0.81436	27.3219	0.0798
10.73.137.111	3	2	22	26	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03931	0.79873	27.6522	0.0533
10.73.137.111	3	2	23	27	FBK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03928	0.81636	27.3767	0.1086
10.73.137.111	3	3	24	30	HPK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03918	-0.20836	41.6534	0.0294
10.73.137.111	3	3	25	31	HPK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03917	-0.19682	42.1744	0.0382
10.73.137.111	3	3	26	32	HPK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03915	-0.17827	42.5354	0.0506
10.73.137.111	3	3	27	33	HPK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03918	-0.20545	42.2005	0.0493
10.73.137.111	3	3	28	34	HPK	[Apr-22-2024-run01, Apr-23-2024-run00, Apr-27-2024-run00, May-02-2024-run00, May-09-2024-run00, May-17-2024-run00, May-28-2024-run00, Jun-18-2024-run00, Jul-29-2024-run00, Sep-24-2024-run00, Oct-04-2024-run00]	0.03916	-0.19318	42.1124	0.0424
