IP	File_name	APA	AFE	Config_CH	DAQ_CH	SIPM_type	Run	Endpoint_timestamp	Start_time	End_time	Bias_data_quality	Bias_min_I	Bias_max_I	Vbd_bias(DAC)	Vbd_bias(V)	Vbd_bias_error(V)	Bias_conversion_slope	Bias_conversion_intercept	Trim_data_quality	Trim_min_I	Trim_max_I	Fit_status	Poly_Vbd_trim(DAC)	Poly_Vbd_trim_error(DAC)	Pulse_Vbd_trim(DAC)	Pulse_Vbd_trim_error(DAC)	Vbd(V)	Vbd_error(V)
10.73.137.112	apa_4_afe_2_ch_16.root	4	2	16	20	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_2_ch_17.root	4	2	17	21	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_2_ch_18.root	4	2	18	22	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_2_ch_19.root	4	2	19	23	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_2_ch_20.root	4	2	20	24	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_2_ch_21.root	4	2	21	25	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_2_ch_22.root	4	2	22	26	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_2_ch_23.root	4	2	23	27	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_24.root	4	3	24	30	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_25.root	4	3	25	31	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_26.root	4	3	26	32	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_27.root	4	3	27	33	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_28.root	4	3	28	34	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_29.root	4	3	29	35	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_30.root	4	3	30	36	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_3_ch_31.root	4	3	31	37	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_4_ch_32.root	4	4	32	40	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_4_ch_34.root	4	4	34	42	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_4_ch_37.root	4	4	37	45	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
10.73.137.112	apa_4_afe_4_ch_39.root	4	4	39	47	HPK	Apr-21-2024-run00	Apr-21-2024_2231	Missing_file	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
